date,month,time,carbon_monoxide,tin_oxide,hydrocarbons,benzene,titania,nitrous_oxide,tungsten_oxide,nitrous_dioxide,indium_oxide,temperature,relative_humidity,absolute_humidity
22/03/2004,,19,4.4,1438,672,21.0,1325,232,678,143,1401,15.6,47.4,0.8347
22/03/2004,,20,4.5,1425,624,21.0,1325,238,678,146,1356,15.3,47.4,0.8178
22/03/2004,,21,3.3,1279,325,14.5,1131,180,775,124,1243,14.5,49.7,0.8177
22/03/2004,,22,2,1132,143,8.4,916,128,920,113,1083,13.9,52.0,0.8231
22/03/2004,,23,1.1,1006,89,4.3,729,65,1142,80,795,14.5,49.4,0.8106
23/03/2004,,0,0.9,982,73,3.8,700,53,1204,72,735,13.8,51.4,0.8071
23/03/2004,,1,0.8,969,48,2.7,636,47,1271,64,684,14.0,51.3,0.8163
23/03/2004,,2,0.7,941,47,2.5,621,51,1298,70,714,13.0,56.8,0.8444
23/03/2004,,3,0.5,892,36,1.2,522,-200,1522,-200,456,11.0,70.0,0.9215
23/03/2004,,4,-200,855,25,0.8,478,20,1701,31,401,10.1,76.8,0.9483
23/03/2004,,5,0.3,834,19,0.6,459,13,1908,22,361,8.8,80.5,0.9147
23/03/2004,,6,0.5,909,26,1.8,567,33,1542,47,418,9.6,75.4,0.9004
23/03/2004,,7,1.1,1061,60,4.6,745,103,1178,88,616,9.8,75.0,0.9093
23/03/2004,,8,3,1441,248,14.2,1124,224,851,130,1089,10.0,74.2,0.9117
23/03/2004,,9,3.8,1498,535,21.0,1325,244,684,132,1329,11.2,69.7,0.9232
23/03/2004,,10,3.4,1343,340,16.2,1185,237,760,132,1311,12.0,62.9,0.8803
23/03/2004,,11,3,1308,325,15.5,1166,220,792,131,1236,12.8,55.8,0.8210
23/03/2004,,12,2.7,1209,267,13.4,1097,207,837,129,1147,13.1,54.8,0.8234
23/03/2004,,13,3.5,1310,325,16.9,1207,208,770,132,1301,13.8,53.4,0.8351
23/03/2004,,14,2.8,1171,268,12.4,1064,160,881,110,1097,16.0,42.4,0.7674
23/03/2004,,15,1.9,1112,136,10.1,980,131,924,99,900,14.1,49.8,0.7971
23/03/2004,,16,2,1132,118,8.7,927,128,944,100,781,12.0,61.1,0.8537
23/03/2004,,17,3,1225,276,13.8,1111,176,818,122,1013,13.6,54.6,0.8465
23/03/2004,,18,1.9,1065,151,9.3,953,107,962,97,790,13.7,49.5,0.7695
23/03/2004,,19,2.7,1236,236,13.0,1084,131,854,112,1059,11.7,57.1,0.7822
23/03/2004,,20,3.3,1309,220,14.3,1126,166,812,128,1205,11.5,58.2,0.7867
23/03/2004,,21,1.7,1089,87,7.6,884,89,1006,101,975,12.6,54.2,0.7881
23/03/2004,,22,1.3,1000,81,5.3,776,81,1141,96,896,12.0,54.9,0.7664
23/03/2004,,23,1.3,1041,74,5.4,782,78,1105,86,911,11.0,61.4,0.8057
24/03/2004,,0,1.2,1045,55,4.9,756,70,1137,85,902,11.1,62.2,0.8199
24/03/2004,,1,1.1,997,74,4.6,744,76,1151,79,832,10.8,62.5,0.8082
24/03/2004,,2,0.9,948,35,2.7,634,43,1320,61,715,11.3,60.0,0.8025
24/03/2004,,3,0.6,878,29,1.6,551,-200,1493,-200,683,10.6,61.6,0.7856
24/03/2004,,4,-200,908,29,1.7,559,44,1477,66,721,10.2,62.7,0.7813
24/03/2004,,5,0.6,892,20,1.2,522,34,1572,54,648,10.9,58.6,0.7628
24/03/2004,,6,0.8,954,32,1.7,561,43,1496,57,612,10.8,57.2,0.7382
24/03/2004,,7,1.2,1045,84,4.8,751,79,1186,75,800,10.4,59.2,0.7455
24/03/2004,,8,3.1,1383,245,13.8,1109,174,832,97,1173,11.0,57.3,0.7501
24/03/2004,,9,4.4,1597,553,23.7,1395,235,652,110,1519,11.2,56.9,0.7565
24/03/2004,,10,3.4,1318,450,14.2,1124,218,762,113,1287,12.1,54.9,0.7734
24/03/2004,,11,1.7,1138,118,8.0,898,136,950,88,966,15.1,44.3,0.7535
24/03/2004,,12,1.5,1098,118,6.7,842,117,1012,85,828,15.6,40.6,0.7146
24/03/2004,,13,1.7,1118,144,8.7,927,119,959,96,825,16.9,34.6,0.6597
24/03/2004,,14,2.2,1170,159,10.8,1009,126,879,106,872,16.6,35.6,0.6697
24/03/2004,,15,-200,1112,122,6.7,842,100,1015,91,680,11.3,63.9,0.8554
24/03/2004,,16,2.7,1390,230,11.4,1028,197,829,126,1002,9.6,81.1,0.9720
24/03/2004,,17,2.8,1353,320,13.4,1096,195,774,130,1159,11.7,69.1,0.9497
24/03/2004,,18,2.7,1260,263,12.0,1050,156,828,111,979,10.7,68.5,0.8794
24/03/2004,,19,4.5,1501,556,20.2,1302,247,681,134,1311,10.7,67.3,0.8643
24/03/2004,,20,3.5,1273,458,14.4,1130,190,795,136,1071,10.8,65.7,0.8486
24/03/2004,,21,2.6,1179,214,9.4,955,169,928,125,899,10.3,66.3,0.8336
24/03/2004,,22,1.7,1047,97,5.9,809,118,1064,108,766,10.1,66.9,0.8248
24/03/2004,,23,1.3,973,79,4.5,739,81,1186,87,589,10.4,61.1,0.7717
25/03/2004,,0,1.3,997,81,4.5,737,80,1168,89,631,10.3,59.9,0.7516
25/03/2004,,1,1,970,52,2.5,621,42,1400,58,479,11.0,58.4,0.7686
25/03/2004,,2,0.7,902,38,1.8,568,38,1450,54,479,9.1,68.1,0.7890
25/03/2004,,3,0.7,921,35,1.4,538,-200,1564,-200,417,9.5,68.2,0.8091
25/03/2004,,4,0.5,858,29,0.9,490,18,1707,28,378,9.3,72.3,0.8496
25/03/2004,,5,0.5,878,21,0.6,457,12,1935,20,344,9.9,66.8,0.8152
25/03/2004,,6,0.6,893,46,1.4,540,43,1604,51,413,7.6,83.2,0.8695
25/03/2004,,7,1.1,1038,55,3.8,697,84,1260,82,605,8.1,79.0,0.8544
25/03/2004,,8,2.7,1320,271,11.6,1035,184,902,112,991,8.7,74.6,0.8429
25/03/2004,,9,3.5,1353,434,17.8,1235,202,740,119,1175,8.6,75.1,0.8415
25/03/2004,,10,2.3,1133,300,8.8,933,133,969,99,923,9.7,69.7,0.8389
25/03/2004,,11,1.6,1066,116,6.8,849,130,1039,98,829,11.0,64.4,0.8447
25/03/2004,,12,1.3,1027,95,5.9,809,106,1081,88,733,13.6,53.0,0.8209
25/03/2004,,13,2,1106,211,8.9,935,132,958,96,819,14.2,48.4,0.7780
25/03/2004,,14,1.9,1038,168,8.2,907,106,976,81,723,14.2,46.3,0.7438
25/03/2004,,15,1.9,1084,154,8.6,924,125,986,92,786,16.0,41.3,0.7462
25/03/2004,,16,2.2,1105,267,10.1,982,138,939,105,850,17.7,35.4,0.7094
25/03/2004,,17,2,1102,143,9.4,957,120,968,88,820,17.1,37.4,0.7225
25/03/2004,,18,2.9,1240,374,14.6,1137,158,836,103,991,14.9,40.5,0.6835
25/03/2004,,19,5.2,1443,797,24.6,1418,253,666,141,1454,13.4,47.8,0.7293
25/03/2004,,20,4.6,1389,698,21.6,1341,231,692,133,1488,12.6,52.5,0.7642
25/03/2004,,21,2.5,1183,234,10.3,989,150,904,119,1205,12.2,53.2,0.7555
25/03/2004,,22,1.5,1014,104,5.7,798,99,1083,106,909,10.6,56.1,0.7140
25/03/2004,,23,1.2,979,67,4.5,736,75,1154,92,769,9.9,59.5,0.7276
26/03/2004,,0,1.7,1048,88,5.5,787,93,1098,97,835,9.6,61.1,0.7323
26/03/2004,,1,1.4,1024,79,4.8,753,79,1131,91,793,9.7,61.6,0.7425
26/03/2004,,2,1.2,974,61,3.6,690,67,1208,83,733,9.4,62.6,0.7398
26/03/2004,,3,0.6,862,43,1.7,561,-200,1449,-200,502,8.2,68.5,0.7455
26/03/2004,,4,0.7,925,40,2.2,602,45,1398,59,562,8.0,69.4,0.7459
26/03/2004,,5,0.8,952,52,3.0,654,72,1210,73,832,7.7,72.4,0.7655
26/03/2004,,6,0.9,1005,64,4.0,713,103,1130,78,924,8.0,71.8,0.7711
26/03/2004,,7,1.6,1122,88,6.7,842,132,1015,90,974,8.5,66.3,0.7375
26/03/2004,,8,3.4,1351,375,16.7,1201,239,783,110,1307,9.8,59.6,0.7214
26/03/2004,,9,3.8,1408,592,19.3,1278,275,682,114,1481,11.2,57.0,0.7544
26/03/2004,,10,3.1,1304,357,14.8,1142,232,772,119,1405,14.8,44.1,0.7407
26/03/2004,,11,2.7,1207,296,13.4,1098,180,826,121,1195,16.8,35.3,0.6729
26/03/2004,,12,2,1099,181,11.0,1014,112,948,97,868,19.2,27.1,0.5976
26/03/2004,,13,2.3,1106,211,12.5,1068,116,915,99,874,19.1,26.2,0.5741
26/03/2004,,14,1.9,1009,199,8.4,916,103,1015,85,738,16.3,30.8,0.5683
26/03/2004,,15,1.3,962,81,5.3,776,89,1152,75,550,14.2,36.8,0.5922
26/03/2004,,16,1.9,1093,143,8.8,933,112,976,87,777,13.4,41.0,0.6292
26/03/2004,,17,2.3,1180,247,11.2,1023,127,886,102,966,14.2,43.3,0.6982
26/03/2004,,18,2.4,1168,239,11.6,1037,125,868,105,990,12.1,45.6,0.6403
26/03/2004,,19,2.7,1168,267,12.4,1063,120,876,98,944,10.4,48.0,0.6046
26/03/2004,,20,2.6,1140,261,10.6,1000,120,916,93,962,10.0,51.1,0.6280
26/03/2004,,21,1.5,1001,97,6.0,811,99,1097,91,778,9.8,50.8,0.6172
26/03/2004,,22,1.2,953,66,4.6,743,79,1185,85,690,9.7,50.4,0.6063
26/03/2004,,23,1.1,972,60,4.1,715,66,1237,74,644,9.9,50.2,0.6103
27/03/2004,,0,1.5,1021,77,5.2,776,94,1144,87,753,9.4,53.4,0.6300
27/03/2004,,1,1,940,57,3.2,664,70,1290,79,646,8.6,57.8,0.6488
27/03/2004,,2,1.2,1046,65,4.5,736,75,1142,78,838,8.1,62.1,0.6746
27/03/2004,,3,1.1,1026,59,3.8,699,-200,1191,-200,851,7.9,63.5,0.6777
27/03/2004,,4,-200,983,48,3.8,698,57,1209,63,801,7.4,64.8,0.6683
27/03/2004,,5,0.8,915,27,1.9,578,32,1417,48,665,8.2,58.9,0.6444
27/03/2004,,6,0.9,935,25,2.4,615,54,1373,59,717,6.3,66.6,0.6410
27/03/2004,,7,1.1,976,42,3.3,669,68,1270,65,795,7.2,62.9,0.6396
27/03/2004,,8,1.5,1124,78,6.7,842,98,1050,71,936,7.2,63.9,0.6500
27/03/2004,,9,1.8,1163,128,8.5,919,128,922,84,1076,11.1,50.5,0.6654
27/03/2004,,10,2.1,1167,184,9.7,966,129,942,93,1016,15.5,36.1,0.6313
27/03/2004,,11,2.1,1121,156,9.4,955,130,992,99,834,17.8,29.2,0.5920
27/03/2004,,12,1.9,1071,176,9.0,940,111,994,93,756,17.6,30.1,0.6013
27/03/2004,,13,2.1,1065,232,10.0,979,106,950,96,766,19.1,26.8,0.5861
27/03/2004,,14,2.5,1157,305,12.6,1072,137,888,114,905,17.7,28.6,0.5735
27/03/2004,,15,1.9,1046,150,7.6,883,113,1051,101,765,17.8,28.4,0.5737
27/03/2004,,16,2.2,1147,188,11.8,1042,122,934,108,830,18.7,26.0,0.5555
27/03/2004,,17,2.3,1119,221,11.2,1022,137,916,117,853,17.1,31.3,0.6038
27/03/2004,,18,2.7,1210,219,12.4,1062,165,886,125,981,15.8,36.1,0.6440
27/03/2004,,19,3,1306,306,12.9,1079,196,827,133,1286,14.7,40.1,0.6657
27/03/2004,,20,2.8,1258,270,12.2,1057,174,841,119,1244,13.6,44.9,0.6991
27/03/2004,,21,2.2,1148,231,8.8,930,140,948,107,1056,12.5,48.1,0.6946
27/03/2004,,22,1.6,1108,125,6.8,848,102,1023,96,1003,11.8,50.8,0.7042
27/03/2004,,23,2.1,1231,122,8.6,924,130,906,105,1245,10.9,56.1,0.7326
28/03/2004,,0,2.3,1293,161,8.9,937,121,930,102,1200,10.9,55.9,0.7277
28/03/2004,,1,2.3,1274,101,8.3,912,111,939,97,1188,10.3,58.1,0.7278
28/03/2004,,2,1.7,1135,95,6.3,827,87,1013,79,1070,9.3,62.2,0.7294
28/03/2004,,3,2.2,1151,129,8.3,911,-200,935,-200,1075,8.2,66.7,0.7276
28/03/2004,,4,1.3,1010,96,5.1,769,77,1110,69,895,8.3,64.9,0.7124
28/03/2004,,5,0.8,870,54,2.6,626,39,1325,52,755,9.6,58.5,0.7000
28/03/2004,,6,1.1,983,63,3.6,688,77,1251,62,806,7.7,66.4,0.6990
28/03/2004,,7,1.4,995,72,3.6,691,91,1219,69,836,7.4,68.0,0.7043
28/03/2004,,8,1.3,1024,91,4.7,747,105,1136,75,897,9.7,58.6,0.7035
28/03/2004,,9,1.9,1163,127,7.5,880,133,959,83,1073,12.5,50.1,0.7242
28/03/2004,,10,2.3,1218,193,9.0,938,128,918,94,1088,16.8,36.9,0.7018
28/03/2004,,11,2.3,1210,188,9.5,958,126,933,96,1036,19.2,31.3,0.6887
28/03/2004,,12,1.8,1114,151,7.7,887,92,1020,86,768,21.3,26.4,0.6607
28/03/2004,,13,1.4,995,103,5.7,796,66,1159,72,587,21.2,23.1,0.5768
28/03/2004,,14,1,927,55,3.8,700,50,1285,53,452,18.6,25.0,0.5319
28/03/2004,,15,1.4,1002,104,4.8,754,70,1189,65,470,18.0,27.3,0.5594
28/03/2004,,16,1.3,987,116,4.3,727,73,1213,70,502,18.2,28.3,0.5848
28/03/2004,,17,1.3,993,93,4.1,714,77,1217,75,516,17.0,31.4,0.6048
28/03/2004,,18,1.4,1012,93,4.7,746,86,1174,86,555,15.6,35.0,0.6170
28/03/2004,,19,1.9,1114,155,6.2,823,93,1068,94,671,14.1,40.2,0.6438
28/03/2004,,20,1.8,1093,115,5.5,789,105,1102,103,788,13.4,43.2,0.6623
28/03/2004,,21,1.1,968,75,3.3,669,67,1261,81,538,12.3,46.8,0.6686
28/03/2004,,22,1.1,960,65,3.2,666,63,1266,80,544,11.9,46.5,0.6449
28/03/2004,,23,1.1,942,57,2.9,648,63,1300,77,500,11.5,46.6,0.6319
29/03/2004,,0,0.9,888,40,2.2,598,46,1396,58,417,10.6,48.0,0.6135
29/03/2004,,1,0.6,818,27,1.3,524,21,1588,31,341,10.7,45.8,0.5895
29/03/2004,,2,0.5,840,23,1.1,509,22,1643,38,352,10.4,46.6,0.5901
29/03/2004,,3,0.7,894,28,1.3,524,-200,1557,-200,397,10.1,47.8,0.5913
29/03/2004,,4,0.6,864,21,1.2,516,39,1496,59,502,11.3,46.9,0.6280
29/03/2004,,5,0.7,898,33,1.7,559,55,1441,70,648,10.1,51.2,0.6341
29/03/2004,,6,0.9,946,40,2.9,643,76,1309,75,760,9.9,50.7,0.6167
29/03/2004,,7,2.9,1309,279,14.3,1125,181,844,103,1183,8.1,56.8,0.6150
29/03/2004,,8,4.1,1326,743,19.7,1289,259,714,134,1431,10.9,44.1,0.5748
29/03/2004,,9,1.5,966,147,5.5,786,118,1111,98,705,11.8,37.6,0.5184
29/03/2004,,10,1.5,975,97,5.6,793,119,1133,97,637,13.9,33.2,0.5222
29/03/2004,,11,1.5,988,118,5.8,803,123,1105,98,658,15.6,30.1,0.5285
29/03/2004,,12,1.4,971,91,5.5,786,92,1129,78,546,16.5,29.0,0.5406
29/03/2004,,13,1.6,1010,146,6.5,833,91,1070,83,561,17.5,27.9,0.5517
29/03/2004,,14,1.5,984,139,5.5,790,103,1131,92,532,17.9,26.8,0.5446
29/03/2004,,15,1.4,962,155,5.2,776,102,1131,81,535,18.2,26.1,0.5387
29/03/2004,,16,1.5,1012,128,5.8,801,94,1098,90,525,18.0,27.1,0.5522
29/03/2004,,17,1.9,1058,166,7.9,896,98,996,95,603,17.0,28.9,0.5558
29/03/2004,,18,2.5,1173,299,10.2,985,126,905,114,802,16.1,31.3,0.5680
29/03/2004,,19,2.1,1127,163,8.2,907,108,957,106,796,14.5,35.4,0.5839
29/03/2004,,20,1.6,1020,154,5.7,797,95,1066,99,689,13.2,37.9,0.5733
29/03/2004,,21,1.2,949,80,3.8,700,78,1221,90,553,13.1,34.4,0.5170
29/03/2004,,22,1.1,930,58,4.0,710,61,1278,82,509,13.5,28.5,0.4405
29/03/2004,,23,1,900,55,2.8,643,55,1339,74,455,12.4,31.9,0.4583
30/03/2004,,0,1,899,33,2.6,630,57,1418,76,425,13.1,26.8,0.4023
30/03/2004,,1,0.7,866,33,1.8,569,41,1468,66,436,11.6,33.6,0.4595
30/03/2004,,2,0.7,900,32,1.7,563,46,1402,73,618,10.5,42.9,0.5442
30/03/2004,,3,0.8,949,25,1.4,540,-200,1457,-200,747,11.7,38.7,0.5298
30/03/2004,,4,-200,897,29,1.3,529,41,1462,69,693,12.2,37.2,0.5277
30/03/2004,,5,0.7,956,26,2.3,605,52,1341,71,691,12.9,33.9,0.5037
30/03/2004,,6,1.1,1054,86,5.3,779,111,1080,98,1013,11.3,40.3,0.5376
30/03/2004,,7,2.6,1343,294,13.4,1096,191,839,115,1311,11.9,38.4,0.5341
30/03/2004,,8,4,1584,664,23.8,1399,244,642,130,1675,13.3,35.6,0.5416
30/03/2004,,9,4.2,1556,695,21.5,1337,283,674,150,1689,16.3,28.8,0.5305
30/03/2004,,10,4.7,1565,735,21.0,1324,320,695,159,1688,17.9,28.2,0.5741
30/03/2004,,11,3.9,1429,649,18.4,1251,249,734,146,1548,18.3,26.6,0.5529
30/03/2004,,12,3.7,1419,586,18.9,1267,219,742,138,1490,20.8,22.5,0.5463
30/03/2004,,13,3.4,1373,546,17.1,1213,200,791,128,1354,22.4,20.0,0.5352
30/03/2004,,14,2.2,1185,245,10.4,992,138,942,97,1014,20.9,21.7,0.5295
30/03/2004,,15,1.9,1122,178,8.0,897,118,991,91,831,19.1,26.5,0.5790
30/03/2004,,16,1.6,1085,130,6.2,820,99,1060,81,699,18.1,30.6,0.6295
30/03/2004,,17,2.1,1249,151,9.7,968,112,874,99,926,17.3,34.7,0.6788
30/03/2004,,18,2.2,1236,272,9.6,962,117,853,101,928,15.8,40.4,0.7228
30/03/2004,,19,2.7,1334,301,11.9,1047,129,815,106,1038,15.9,42.0,0.7541
30/03/2004,,20,2.4,1264,237,8.7,928,132,884,102,1035,15.9,43.5,0.7790
30/03/2004,,21,1.3,1073,95,4.7,746,73,1072,84,789,15.0,46.1,0.7833
30/03/2004,,22,1.2,1053,68,3.8,701,68,1147,81,692,15.1,44.6,0.7574
30/03/2004,,23,1.5,1098,101,4.7,747,80,1094,91,764,14.9,43.5,0.7302
31/03/2004,,0,1.3,1029,81,3.8,702,68,1180,82,639,14.8,41.0,0.6850
31/03/2004,,1,1,973,50,2.7,631,44,1287,64,541,14.8,40.8,0.6814
31/03/2004,,2,0.9,972,66,2.8,639,47,1222,70,678,14.8,40.8,0.6834
31/03/2004,,3,0.5,832,22,1.0,496,-200,1613,-200,381,14.2,36.1,0.5823
31/03/2004,,4,0.5,851,18,0.8,477,15,1699,26,343,14.5,36.1,0.5928
31/03/2004,,5,0.6,909,31,1.5,545,44,1473,58,436,14.6,36.0,0.5947
31/03/2004,,6,1,1038,57,3.5,684,85,1220,93,688,14.4,38.5,0.6291
31/03/2004,,7,3.1,1636,342,15.6,1168,207,721,110,1438,13.8,58.2,0.9129
31/03/2004,,8,4.1,1580,644,19.9,1295,230,639,115,1489,13.2,61.1,0.9256
31/03/2004,,9,2.2,1262,216,8.6,924,181,872,125,1093,10.4,74.4,0.9384
31/03/2004,,10,1.7,1197,117,6.5,837,144,957,118,965,11.5,71.0,0.9582
31/03/2004,,11,1.9,1277,156,7.7,886,140,902,109,1004,12.2,70.0,0.9924
31/03/2004,,12,2.9,1430,332,11.3,1025,204,779,123,1166,12.3,73.3,1.0442
31/03/2004,,13,2.2,1242,232,9.1,944,149,846,114,991,11.3,78.1,1.0411
31/03/2004,,14,2.6,1349,295,11.2,1023,171,804,114,1054,13.6,69.2,1.0746
31/03/2004,,15,3.1,1390,386,13.5,1100,195,755,119,1192,14.9,59.3,0.9974
31/03/2004,,16,2.3,1224,278,10.1,980,152,850,111,1055,15.7,50.9,0.8997
31/03/2004,,17,2.4,1253,263,11.3,1026,128,810,103,1048,15.2,52.9,0.9087
31/03/2004,,18,2.8,1312,322,11.8,1041,121,821,103,1073,15.5,50.8,0.8881
31/03/2004,,19,2.7,1254,226,11.5,1033,142,819,107,1068,14.3,52.9,0.8581
31/03/2004,,20,2.3,1198,221,9.3,953,131,882,105,1019,13.2,56.0,0.8446
31/03/2004,,21,1.5,1060,109,5.5,787,81,1044,91,833,12.6,57.0,0.8315
31/03/2004,,22,1.4,1050,105,5.1,769,60,1078,79,759,12.3,57.8,0.8224
31/03/2004,,23,1.2,1029,84,4.8,754,57,1098,79,749,12.0,58.4,0.8164
01/04/2004,1,0,1.6,1143,106,6.3,825,96,986,86,978,12.0,61.6,0.8593
01/04/2004,1,1,1.2,1044,100,5.1,770,85,1031,70,944,11.5,63.9,0.8652
01/04/2004,1,2,1.1,1034,71,4.1,716,50,1085,55,891,10.7,67.2,0.8630
01/04/2004,1,3,0.9,956,72,4.0,713,-200,1099,-200,849,9.0,73.1,0.8394
01/04/2004,1,4,0.7,909,44,2.4,615,57,1237,49,790,10.2,66.6,0.8299
01/04/2004,1,5,0.9,996,45,2.9,648,64,1176,50,852,11.0,63.7,0.8325
01/04/2004,1,6,1.7,1154,134,7.4,876,153,1002,67,987,9.6,68.8,0.8243
01/04/2004,1,7,4.2,1510,505,19.8,1291,342,675,94,1435,9.5,69.6,0.8273
01/04/2004,1,8,6.2,1722,1042,31.9,1595,378,539,119,1798,11.9,60.9,0.8455
01/04/2004,1,9,4.6,1512,737,21.0,1323,304,631,139,1677,16.2,48.6,0.8892
01/04/2004,1,10,2.8,1258,375,11.7,1040,192,800,113,1282,19.2,39.6,0.8693
01/04/2004,1,11,1.6,1094,124,6.8,850,130,970,88,871,19.7,38.4,0.8743
01/04/2004,1,12,1.7,1129,137,7.4,875,106,974,73,759,20.6,36.7,0.8797
01/04/2004,1,13,1.7,1125,179,8.6,924,102,937,73,790,21.8,33.9,0.8771
01/04/2004,1,14,1.7,-200,222,-200.0,-200,99,-200,72,-200,-200,-200,-200
01/04/2004,1,15,1.9,-200,197,-200.0,-200,108,-200,81,-200,-200,-200,-200
01/04/2004,1,16,2.3,-200,319,-200.0,-200,131,-200,93,-200,-200,-200,-200
01/04/2004,1,17,3.3,1308,388,16.4,1193,163,793,106,1187,23.6,27.5,0.7913
01/04/2004,1,18,4.2,1529,589,21.2,1331,211,700,132,1399,22.8,32.1,0.8814
01/04/2004,1,19,5.5,1592,840,25.0,1429,267,624,164,1644,20.8,36.7,0.8878
01/04/2004,1,20,4.9,1536,655,20.2,1302,269,666,161,1599,18.3,40.9,0.8493
01/04/2004,1,21,2.5,1192,254,10.8,1007,154,827,124,1223,16.8,44.0,0.8341
01/04/2004,1,22,2,1186,188,9.9,976,127,844,113,1200,15.8,48.0,0.8569
01/04/2004,1,23,2,1203,120,8.5,920,122,898,103,1118,14.9,52.0,0.8757
02/04/2004,2,0,2,1139,157,8.0,899,126,921,104,1067,14.1,54.4,0.8701
02/04/2004,2,1,1.3,1072,88,5.6,795,84,986,93,1048,13.3,58.8,0.8922
02/04/2004,2,2,1,954,68,3.2,667,58,1180,60,718,13.3,60.9,0.9229
02/04/2004,2,3,0.9,951,57,3.3,673,-200,1137,-200,797,11.8,64.3,0.8869
02/04/2004,2,4,-200,926,36,2.8,638,37,1195,52,749,11.2,65.9,0.8775
02/04/2004,2,5,0.7,968,51,2.6,628,56,1197,66,737,11.3,72.9,0.9738
02/04/2004,2,6,1.1,1067,93,4.3,727,91,1055,82,903,11.4,71.8,0.9671
02/04/2004,2,7,2.6,1386,284,13.0,1083,159,798,109,1159,11.9,73.7,1.0254
02/04/2004,2,8,3.9,1474,486,20.3,1306,190,634,114,1365,12.6,70.2,1.0221
02/04/2004,2,9,5,1569,798,20.7,1316,249,634,139,1510,13.6,65.3,1.0136
02/04/2004,2,10,3.3,1375,524,15.9,1177,196,706,127,1386,16.9,52.3,113
02/04/2004,2,11,2.9,1328,468,14.2,1123,180,738,127,1368,19.4,44.1,0.9855
02/04/2004,2,12,3.1,1341,454,15.9,1176,167,748,135,1347,22.9,33.8,0.9322
02/04/2004,2,13,3,1297,461,16.1,1183,159,765,130,1242,23.6,31.3,0.9001
02/04/2004,2,14,2.7,1303,391,14.7,1139,152,790,126,1138,24.7,30.5,0.9371
02/04/2004,2,15,2.7,1281,337,14.0,1116,149,809,121,1080,26.1,27.3,0.9101
02/04/2004,2,16,2.6,1248,297,13.6,1103,143,872,122,1002,27.6,22.8,0.8288
02/04/2004,2,17,3.7,1382,588,19.7,1288,185,778,138,1212,26.9,22.3,0.7792
02/04/2004,2,18,4.5,1491,721,23.3,1385,223,685,165,1486,24.3,30.1,0.9012
02/04/2004,2,19,4.7,1620,710,24.1,1407,215,641,154,1567,21.2,40.1,0.9978
02/04/2004,2,20,5.5,1693,787,25.4,1439,271,618,168,1723,19.4,42.5,0.9483
02/04/2004,2,21,3,1374,415,14.1,1121,180,771,146,1399,18.5,43.0,0.9074
02/04/2004,2,22,1.9,1287,245,10.1,982,115,841,124,1291,17.8,47.0,0.9467
02/04/2004,2,23,2.3,1408,294,12.1,1052,149,761,124,1443,16.8,53.2,1.0100
03/04/2004,3,0,1.6,1254,139,9.0,941,98,828,106,1270,17.1,51.8,0.9990
03/04/2004,3,1,1.3,1141,98,6.3,827,73,936,88,1110,16.2,54.2,0.9933
03/04/2004,3,2,1.2,1141,88,5.3,777,69,986,83,1060,15.1,58.2,0.9886
03/04/2004,3,3,0.9,1042,66,3.8,697,-200,1056,-200,965,15.1,57.6,0.9796
03/04/2004,3,4,0.8,986,57,3.0,651,60,1145,74,891,14.5,58.0,0.9488
03/04/2004,3,5,0.8,1005,57,3.3,673,56,1103,64,905,13.7,61.6,0.9631
03/04/2004,3,6,0.9,1041,60,3.5,683,73,1112,69,899,13.9,59.6,0.9408
03/04/2004,3,7,2,1272,200,9.5,959,159,846,91,1136,13.3,61.7,0.9399
03/04/2004,3,8,3,1436,451,15.2,1154,203,704,96,1391,15.1,55.8,0.9486
03/04/2004,3,9,3.1,1472,422,14.3,1126,211,720,106,1460,17.0,50.5,0.9684
03/04/2004,3,10,-200,1418,-200,11.2,1023,-200,785,-200,1410,19.7,43.3,0.9837
03/04/2004,3,11,-200,1410,-200,11.4,1030,-200,781,-200,1372,20.7,41.7,192
03/04/2004,3,12,-200,1438,-200,13.4,1096,-200,781,-200,1266,23.3,35.8,198
03/04/2004,3,13,-200,1278,-200,10.6,1000,-200,866,-200,1014,23.8,30.5,0.8897
03/04/2004,3,14,-200,1257,-200,10.8,1006,-200,915,-200,870,24.8,27.0,0.8325
03/04/2004,3,15,-200,1331,-200,11.9,1046,-200,882,-200,905,25.0,27.5,0.8575
03/04/2004,3,16,-200,1361,-200,13.5,1102,-200,834,-200,991,25.8,26.5,0.8675
03/04/2004,3,17,-200,1398,-200,15.2,1156,-200,812,-200,1076,25.1,27.1,0.8496
03/04/2004,3,18,-200,1483,-200,17.1,1213,-200,764,-200,1249,23.7,28.6,0.8273
03/04/2004,3,19,-200,1697,-200,26.7,1471,-200,625,-200,1548,22.1,36.8,0.9681
03/04/2004,3,20,-200,1459,-200,14.2,1124,-200,736,-200,1300,19.9,47.5,1.0912
03/04/2004,3,21,-200,1268,-200,8.5,918,-200,873,-200,1029,18.7,50.4,1.0772
03/04/2004,3,22,-200,1469,-200,14.3,1128,-200,762,-200,1207,18.1,51.3,1.0587
03/04/2004,3,23,-200,1316,-200,9.3,952,-200,847,-200,1047,17.5,53.8,1.0648
04/04/2004,4,0,-200,1224,-200,7.8,892,-200,884,-200,923,16.7,56.5,1.0634
04/04/2004,4,1,-200,1215,-200,6.7,843,-200,929,-200,862,15.9,59.2,1.0635
